DYN1_DESC;With a score of $SCORE$ you$FAILED$ beat House Pendragon, legendary royal dynasty of Dumnonia and of High King Uther of Britannia.;;;;;;;;;;;;;x
DYN2_DESC;With a score of $SCORE$ you$FAILED$ beat the dynasty of the Merovingians, a Salian Frankish dynasty founded by King Childeric I, son of Merovech, and father of King Clovis I, who united all of Gaul under Merovingian rule.;;;;;;;;;;;;;x
DYN3_DESC;With a score of $SCORE$ you$FAILED$ beat the great royal house of Anglia, founded by King Aelle I, first ruler of the Anglians in Britain.;;;;;;;;;;;;;x
DYN4_DESC;With a score of $SCORE$ you$FAILED$ beat House Gloff, the royal dynasty of the Kingdom of Elmet, founded by King Masgwyd I, son of King Gwrast ap Ceneu and descendant of High King Coel Hen.;;;;;;;;;;;;;x
DYN5_DESC;With a score of $SCORE$ you$FAILED$ beat House Delerion, a noble Cumbric dynasty of the Old North, founded by descendants of High King Coel Hen.;;;;;;;;;;;;;x
DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat the royal house of of Gwynedd, dynasty of Cunedda, High King of Britannia.;;;;;;;;;;;;;x
DYN7_DESC;With a score of $SCORE$ you$FAILED$ beat House Maelwyn, ancient royal dynasty of the Kingdom of Powys.;;;;;;;;;;;;;x
DYN8_DESC;With a score of $SCORE$ you$FAILED$ beat House Gul, royal dynasty of the Kingdom of Rheged, founded by King Meirchion I, son of King Gwrast ap Ceneu and descendant of High King Coel Hen.;;;;;;;;;;;;;x
DYN9_DESC;With a score of $SCORE$ you$FAILED$ beat House Dal Fiatach, ancient Gaelic dynasty and royal house of the Kingdom of Ulaid.;;;;;;;;;;;;;x
DYN10_DESC;With a score of $SCORE$ you$FAILED$ beat House Trencavel, the royal Armorican dynasty of the Kingdom of Broceliande.;;;;;;;;;;;;;x
DYN11_DESC;With a score of $SCORE$ you$FAILED$ beat the royal house of Benoic, an Armorican dynasty founded by King Belenot I, father of King Ban.;;;;;;;;;;;;;x
DYN12_DESC;With a score of $SCORE$ you$FAILED$ beat House Conwy, an ancient Briton dynasty vassal to the Kingdom of Powys.;;;;;;;;;;;;;x
DYN13_DESC;With a score of $SCORE$ you$FAILED$ beat the house of Avalon, an ancient Briton dynasty vassal to the Kingdom of Dumnonia and family of the great druid Merlin.;;;;;;;;;;;;;x
DYN14_DESC;With a score of $SCORE$ you$FAILED$ beat the ruling dynasty of the Belgae, an ancient Briton tribe who swore fealty to the Kingdom of Dumnonia.;;;;;;;;;;;;;x
DYN15_DESC;With a score of $SCORE$ you$FAILED$ beat House de Morles, an ancient Armorican dynasty vassal to the Kingdom of Benoic.;;;;;;;;;;;;;x
