#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
W_L_1;http://en.wikipedia.org/wiki/Uther_Pendragon;;;;;;;;;;;;;x;
W_L_2;http://en.wikipedia.org/wiki/Merlin;;;;;;;;;;;;;x;
W_L_3;http://en.wikipedia.org/wiki/King_Arthur;;;;;;;;;;;;;x;
W_L_4;http://en.wikipedia.org/wiki/Morgan_le_Fay;;;;;;;;;;;;;x;
W_L_5;http://en.wikipedia.org/wiki/Mordred;;;;;;;;;;;;;x;
W_L_6;http://en.wikipedia.org/wiki/Lady_of_the_Lake;;;;;;;;;;;;;x;
W_L_8;http://en.wikipedia.org/wiki/Igraine;;;;;;;;;;;;;x;
W_L_10;http://en.wikipedia.org/wiki/Saint_Derfel;;;;;;;;;;;;;x;
W_L_12;http://en.wikipedia.org/wiki/Tristan;;;;;;;;;;;;;x;
W_L_13;http://en.wikipedia.org/wiki/Mark_of_Cornwall;;;;;;;;;;;;;x;
W_L_14;http://en.wikipedia.org/wiki/Tewdrig;;;;;;;;;;;;;x;
W_L_15;http://en.wikipedia.org/wiki/Cadwallon_Lawhir_ap_Einion;;;;;;;;;;;;;x;
W_L_18;http://en.wikipedia.org/wiki/Gwynllyw;;;;;;;;;;;;;x;
W_L_20;http://en.wikipedia.org/wiki/Ywain;;;;;;;;;;;;;x;
W_L_21;http://en.wikipedia.org/wiki/Sagramore;;;;;;;;;;;;;x;
W_L_22;http://en.wikipedia.org/wiki/Geraint;;;;;;;;;;;;;x;
# W_L_23;http://en.wikipedia.org/wiki/Cador;;;;;;;;;;;;;x; # Maybe Cadwy of Isca?
W_L_24;http://en.wikipedia.org/wiki/Maleagant;;;;;;;;;;;;;x;
W_L_25;http://en.wikipedia.org/wiki/Leodegrance;;;;;;;;;;;;;x;
W_L_26;http://en.wikipedia.org/wiki/Guinevere;;;;;;;;;;;;;x;
W_L_28;http://en.wikipedia.org/wiki/Meurig_ap_Tewdrig;;;;;;;;;;;;;x;
W_L_30;http://en.wikipedia.org/wiki/Galahad;;;;;;;;;;;;;x;
W_L_31;http://en.wikipedia.org/wiki/Lancelot;;;;;;;;;;;;;x;
W_L_32;http://en.wikipedia.org/wiki/King_Ban;;;;;;;;;;;;;x;
W_L_33;http://en.wikipedia.org/wiki/Elaine_(legend)#Elaine_of_Benoic;;;;;;;;;;;;;x;
W_L_35;http://en.wikipedia.org/wiki/List_of_kings_of_Strathclyde#Kings_of_Alt_Clut;;;;;;;;;;;;;x; # Erbin of Ystrad Clud
W_L_38;http://en.wikipedia.org/wiki/Thirteen_Treasures_of_the_Island_of_Britain#The_Cauldron_of_Dyrnwch_the_Giant;;;;;;;;;;;;;x; # Diwrnach of Lleyn
W_L_44;http://en.wikipedia.org/wiki/Muiredach_Muinderg;;;;;;;;;;;;;x;
W_L_45;http://en.wikipedia.org/wiki/L%C3%B3egaire_mac_N%C3%A9ill;;;;;;;;;;;;;x;
W_L_46;http://en.wikipedia.org/wiki/Crimthann_mac_%C3%89nnai;;;;;;;;;;;;;x;
W_L_47;http://en.wikipedia.org/wiki/Feidlimid_mac_%C3%93engusa;;;;;;;;;;;;;x;
W_L_48;http://en.wikipedia.org/wiki/U%C3%AD_Fiachrach#U.C3.AD_Fiachrach_Aidhne;;;;;;;;;;;;;x; # Eogan of Aidhne
# W_L_50;http://en.wikipedia.org/wiki/Cilydd;;;;;;;;;;;;;x; # Maybe Cildydd of Aquae Sulis?
W_L_57;https://en.wikipedia.org/wiki/Glywys;;;;;;;;;;;;;x; # King Merchwyn of Gorfynydd
W_L_60;http://en.wikipedia.org/wiki/Morgause#Earlier_counterparts;;;;;;;;;;;;;x; # Anna Pendragon
W_L_61;http://en.wikipedia.org/wiki/Budic_II_of_Brittany;;;;;;;;;;;;;x;
W_L_62;http://en.wikipedia.org/wiki/Gawain;;;;;;;;;;;;;x;
# W_L_67;http://en.wikipedia.org/wiki/Samson_of_Dol;;;;;;;;;;;;;x;	# Maybe Bishop Sansum?
W_L_70;http://en.wikipedia.org/wiki/King_Lot;;;;;;;;;;;;x;
W_L_71;http://en.wikipedia.org/wiki/Morgause;;;;;;;;;;;;;x;
W_L_72;http://en.wikipedia.org/wiki/Elmet#Kings_of_Elmet;;;;;;;;;;;;;x; # Masgwyd of Elmet
W_L_77;http://en.wikipedia.org/wiki/Meirchion_Gul;;;;;;;;;;;;;x;
W_L_78;http://en.wikipedia.org/wiki/Rheged#Southern_Rheged;;;;;;;;;;;;;x; # Elidyr of Argoed/South Rheged
W_L_80;http://en.wikipedia.org/wiki/%C3%86lle_of_Sussex;;;;;;;;;;;;;x;
W_L_82;http://en.wikipedia.org/wiki/Wuffingas#Family_tree;;;;;;;;;;;;;x; # Trygil of Suthfolc
W_L_84;http://en.wikipedia.org/wiki/%C3%86lle_of_Sussex#Early_sources;;;;;;;;;;;;;x; # Cymen of Anglia/East Seaxe
W_L_85;http://en.wikipedia.org/wiki/%C3%86lle_of_Sussex#Early_sources;;;;;;;;;;;;;x; # Wlencing of Anglia/East Seaxe
W_L_86;http://en.wikipedia.org/wiki/Cerdic_of_Wessex;;;;;;;;;;;;;x;
W_L_95;http://en.wikipedia.org/wiki/Guinevere#Abduction_stories;;;;;;;;;;;;;x; # Valerin
W_L_97;https://en.wikipedia.org/wiki/Anguish_of_Ireland;;;;;;;;;;;;;x; # Probably King Oengus of Demetia
W_L_102;http://en.wikipedia.org/wiki/Elmet#Kings_of_Elmet;;;;;;;;;;;;;x; # Arthuis of Elmet
W_L_117;http://en.wikipedia.org/wiki/Count_of_Vermandois#Beneficiary_counts_of_Vermandois;;;;;;;;;;;;;x; # Léger of Vermandois
W_L_118;http://en.wikipedia.org/wiki/Count_of_Vermandois#Beneficiary_counts_of_Vermandois;;;;;;;;;;;;;x; # Aimery of Vermandois
W_L_123;http://en.wikipedia.org/wiki/Enide;;;;;;;;;;;;;x;
W_L_124;http://en.wikipedia.org/wiki/Cador;;;;;;;;;;;;;x;
W_L_131;http://en.wikipedia.org/wiki/Pabo_Post_Prydain;;;;;;;;;;;;;x;
W_L_132;http://en.wikipedia.org/wiki/Bonedd_Gw%C5%B7r_y_Gogledd#Coel_Hen;;;;;;;;;;;;;x; # Cynfelyn of Cynwidion
W_L_135;http://en.wikipedia.org/wiki/Pabo_Post_Prydain#Family;;;;;;;;;;;;;x; # Arthwys of The Pennines
W_L_150;http://en.wikipedia.org/wiki/Elmet#Kings_of_Elmet;;;;;;;;;;;;;x; # Llaennog of Elmet
W_L_156;http://en.wikipedia.org/wiki/Cynfarch_Oer;;;;;;;;;;;;;x;
W_L_160;http://en.wikipedia.org/wiki/Fergus_M%C3%B3r;;;;;;;;;;;;;x;
W_L_164;http://en.wikipedia.org/wiki/Domangart_R%C3%A9ti;;;;;;;;;;;;;x;
W_L_168;http://en.wikipedia.org/wiki/List_of_kings_of_Strathclyde#Kings_of_Alt_Clut;;;;;;;;;;;;;x; # Gereint of Ystrad Clud
W_L_171;http://en.wikipedia.org/wiki/Bors#Sir_Bors_the_Younger;;;;;;;;;;;;;x;
W_L_178;http://en.wikipedia.org/wiki/Bors#King_Bors_the_Elder;;;;;;;;;;;;;x;
W_L_189;https://www.historyfiles.co.uk/FeaturesBritain/EnglandSussexNothgyth02.htm;;;;;;;;;;;;;x; # Prince Mealla of Sussex
W_L_191;http://en.wikipedia.org/wiki/Wuffingas#Family_tree;;;;;;;;;;;;;x; # Tyttman of Suthfolc
W_L_203;http://en.wikipedia.org/wiki/Cinuit_of_Alt_Clut;;;;;;;;;;;;;x;
W_L_204;http://en.wikipedia.org/wiki/List_of_kings_of_Strathclyde#Kings_of_Alt_Clut;;;;;;;;;;;;;x; # King Tudwal of Ystrad Clud
W_L_211;http://en.wikipedia.org/wiki/Bors#King_Bors_the_Elder;;;;;;;;;;;;;x;
W_L_220;http://en.wikipedia.org/wiki/Taliesin;;;;;;;;;;;;;x;
W_L_241;http://en.wikipedia.org/wiki/Iseult#Iseult_of_Ireland;;;;;;;;;;;;;x;
W_L_242;https://en.wikipedia.org/wiki/Tristan;;;;;;;;;;;;;x; # Queen Rivalen of Kernow
W_l_249;https://en.wikipedia.org/wiki/Gwendolen;;;;;;;;;;;;;x; # Guendoloen, Merlin's wife
W_L_259;http://en.wikipedia.org/wiki/Gwenhwyfach;;;;;;;;;;;;;x;
W_L_269;http://en.wikipedia.org/wiki/Gawain;;;;;;;;;;;;;x;
W_L_271;http://en.wikipedia.org/wiki/Agravain;;;;;;;;;;;;;x;
W_L_294;http://en.wikipedia.org/wiki/King_Arthur%27s_family#Children_and_grandchildren;;;;;;;;;;;;;x; # Gwydre ap Arthur
W_L_300;http://en.wikipedia.org/wiki/Coel_Hen;;;;;;;;;;;;;x;
W_L_301;http://en.wikipedia.org/wiki/Bonedd_Gw%C5%B7r_y_Gogledd#Coel_Hen;;;;;;;;;;;;;x; # Ceneu ap Coel of Hen Ogledd
W_L_302;http://en.wikipedia.org/wiki/Bonedd_Gw%C5%B7r_y_Gogledd#Coel_Hen;;;;;;;;;;;;;x; # Mor ap Ceneu of Hen Ogledd
W_L_303;http://en.wikipedia.org/wiki/Bonedd_Gw%C5%B7r_y_Gogledd#Coel_Hen;;;;;;;;;;;;;x; # Gwrast of Rheged
