#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_1;While walking in the forest near my capital, I noticed a very strange powder under a tree. Upon closer inspection I couldn't recognise what it was. I decided to take the powder with me, to run some experiments and uncover the secrets behind this material.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_1;I must know what this is.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_2;After a long walk back to my laboratory, safely keeping the powder in a bag, and preparing all my experiments, it's time to begin. For the first experiment, I'll be burning some of it.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_2;I hope nothing goes wrong.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_3;I put a little bit of the powder into a small stone tub, and heated it over the hearth. While the powder got hotter, it started glowing bright red, and a few grains started burning. The burning pattern wasn't special, but it doesn't seem to be of known material, which is good news.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_3;To the next experiment, mixing with water.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_4;The exact moment the powder started to heat, I was already able to recognise that it had nothing special, even worse, I could recognise the smell and pattern from one of my books. A quick look determines that the powder I found was nothing special after all.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_4;A waste of my time!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVT_TLT_EDM_4;The powder is discarded.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_5;I got everything ready for my experiment. I put a few grains of the powder on some glowing hot wood. In the beginning, it seems that the powder seems mostly heat-resistant. But soon it starts glowing a combination of blue and yellow, and before I get the chance to take notes, the powder suddenly explodes, hitting me.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_5;I need to continue anyway!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTB_EDM_5;This is far too dangerous.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_6;The next experiment is mixing the powder with normal spring water. I filtered the water with a cloth to make sure it is clean, and now it's time for the experiment to commence.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_6;Will it mix or not?;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_7;I got a tub with my clean water ready for the experiment and I sprinkle some of the powder on the water surface. At first nothing happens, and when I use a stick to mix the water and the powder, it simply mixes. After a few minutes the powder starts floating and separating from the water again.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_7;Seems quite... uninteresting.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_8;I scoop up some of the powder from its bag and submerge it in the water. The powder instantly starts reacting, dissolving in mere seconds. A large amount of gas is released and soon enough the water is back to its original state, clean and throughvisible. ;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_8;A most interesting reaction.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_9;I sprinkle some powder into a test tube filled with clean water, and get very disappointing results. The powder sinks like a stone in a pond, and how hard I try to mix it with the water by stirring and shaking, nothing happens at all.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_9;Seems quite... uninteresting.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_10;I sprinkle some of the strange powder into a tub filled with water. For a short while, the powder is on the bottom of the tub, with nothing happening. I am about to cancel the experiment when the powder suddenly starts to violently dissolve into a green gas, soon filling the entire laboratory. It didn't take long before I started to feel unwell and I stormed out of my laboratory.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_11;The next experiment might be a bit cruel, but for our collective knowledge I am willing to do this. I ordered my courtiers to find and catch a healthy rabbit. A few hours after they dispatched, they return with a rabbit in a cage. I am going to test my powder's toxicity on this rabbit.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_11;Sorry, dear rabbit...;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTB_EDM_11;This was your destiny this whole time.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_12;Okay, just a non-dangerous powder.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_14;I'm sorry, dear rabbit.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTB_EDM_14;Sucks to be you *sniggers*.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_15;This is oddly funny.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_15;I fed the poor rabbit some of the powder, at first it was hesitant, but after hiding some of it in some lettuce, the rabbit starts eating. It doesn't take long for the rabbit to act weird. The animal starts jumping around like crazy and tirelessly running through the town around my laboratory. It takes a long time before me and my courtiers manage to catch it again.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_14;The rabbit seems to like the smell of this powder, eating like it's their last day on this world, which soon turns out to be the case. The poor rabbit, once happily jumping around, is now laying motionless on the floor of my laboratory, dead. The powder is clearly poisonous.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_13;My courtiers had to hold the rabbit firmly, when it tried to escape to freedom. I tried putting some powder in its mouth, but got bit. When trying the second time, however, I am successful. The rabbit did manage to escape from my courtiers, but was found a few hundred meters further, in a field, ill. The poor animal did recover, but the toxicity of the powder was confirmed.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_12;The rabbit didn't hesitate before eating the powder, and running off, but I managed to catch it and cage the rabbit before it could exit the laboratory. A day passes by while I am closely watching the rabbit. The rabbit doesn't get ill or show any strange behaviour and the following day I had it released back to the wilderness.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_16;Now I've done all my experiments, it's time to write down my findings and publish them. I got my adept ready, and together we are going to work on maybe the greatest paperwork this decade.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_16;Maybe I'll be remembered for centuries to come.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_17;My papers are finished! Me and my ever loyal adepts have worked for over a month, writing, verifying and reading through my texts. It is clearly time to publish my great finds in the societal library.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTA_EDM_17;Knowledge rules!;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_18;While I, together my loyal courtiers, I am looking through an old Roman fort, hidden inside a beautifully decorated one-eared amphora I find a very weird powder. I spend a minute observing it and came to the conclusion I didn't know this powder yet. I put some in a bag and went to my laboratory to run some experiments;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_EDM_19;My courtiers had to hold the rabbit firmly, when it tried to escape to freedom. I tried putting some powder in its mouth, but got bit. When trying the second time, however, I am successful. The rabbit escaped, but was found a few hundred meters further, in an abandoned Roman sewage system, ill. The poor animal did recover, but the toxicity of the powder was confirmed.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
