EVTDESC3120100;Today I have been strolling through the woods and thinking about my family. Some of them are truly important to me... others not so much. In the end, I have certainly gained a better understanding of my feelings towards each one of them.;;;;;;;;;;;;;x
EVTOPTA3120100;'...familia est omnia pro quam vivo et moriar'.;;;;;;;;;;;;;x
EVTDESC3120101;There has been a marriage in my court. Some expenses have been sustained to arrange the ceremony and to find a suitable accomodation for the newcomers.;;;;;;;;;;;;;x
EVTOPTA3120101;I wish them well!;;;;;;;;;;;;;x
EVTDESC3120102;Today I have gotten married and I have finally met the other members of my spouse's family...;;;;;;;;;;;;;x
EVTOPTA3120102;I love my wife. My in-laws, not so much...;;;;;;;;;;;;;x
EVTOPTB3120102;I love my husband. My in-laws, not so much...;;;;;;;;;;;;;x
EVTDESC3120103;Today I have gotten married and I have finally met the other members of my spouse's family...;;;;;;;;;;;;;x
EVTOPTA3120103;I love my wife. My in-laws, not so much...;;;;;;;;;;;;;x
EVTOPTB3120103;I love my husband. My in-laws, not so much...;;;;;;;;;;;;;x
